year,unemployment_insurance_fund_id,unemployment_insurance_fund ,gender,age_range_year,days,amount_sek
2003,26,Elektrikernas,women,55-59,234,134380
2003,26,Elektrikernas,men,60+,14130,9190360.5
2003,26,Elektrikernas,women,60+,309,132002.5
2003,27,Ledarnas,men,-24,1342,811943
2003,27,Ledarnas,women,-24,351,167747
2003,27,Ledarnas,men,25-29,6824,4424646
2003,27,Ledarnas,women,25-29,4001,2444978.5
2003,27,Ledarnas,men,30-34,21315.5,14420101
2003,27,Ledarnas,women,30-34,9144.5,6156811
2003,27,Ledarnas,men,35-39,28059.5,19270604
2003,27,Ledarnas,women,35-39,12947,8735671.5
2003,27,Ledarnas,men,40-44,33037,22746773.5
2003,27,Ledarnas,women,40-44,13402,9046595.5
2003,27,Ledarnas,men,45-49,38554.5,26486995
2003,27,Ledarnas,women,45-49,9156.5,6020780.5
2003,27,Ledarnas,men,50-54,58840.5,40202563.5
2003,27,Ledarnas,women,50-54,11431,7537066
2003,27,Ledarnas,men,55-59,107572.5,72983076.5
2003,27,Ledarnas,women,55-59,11049,7360649.5
2003,27,Ledarnas,men,60+,196948,133553747
2003,27,Ledarnas,women,60+,14134,9218661
2003,36,Byggnadsarbetarnas,men,-24,244739,139252737.5
2003,36,Byggnadsarbetarnas,women,-24,3140.5,1585414.5
2003,36,Byggnadsarbetarnas,men,25-29,319701.5,209564607.5
2003,36,Byggnadsarbetarnas,women,25-29,6015.5,3547177
2003,36,Byggnadsarbetarnas,men,30-34,313691,211380816.5
2003,36,Byggnadsarbetarnas,women,30-34,6186.5,3961563.5
2003,36,Byggnadsarbetarnas,men,35-39,343790.5,233567157.5
2003,36,Byggnadsarbetarnas,women,35-39,9281.5,5591172
2003,36,Byggnadsarbetarnas,men,40-44,283652.5,193065057
2003,36,Byggnadsarbetarnas,women,40-44,4867,2953718
2003,36,Byggnadsarbetarnas,men,45-49,233077.5,158320356.5
2003,36,Byggnadsarbetarnas,women,45-49,3266.5,1995961
2003,36,Byggnadsarbetarnas,men,50-54,225604.5,153328632
2003,36,Byggnadsarbetarnas,women,50-54,2103,1130958.5
2003,36,Byggnadsarbetarnas,men,55-59,245271.5,166546953.5
2003,36,Byggnadsarbetarnas,women,55-59,1196,636619.5
2003,36,Byggnadsarbetarnas,men,60+,248335.5,166753950.5
2003,36,Byggnadsarbetarnas,women,60+,1095,556207.5
2003,41,Sveriges arbetares,men,-24,16951.5,8540762.5
2003,41,Sveriges arbetares,women,-24,9492,4160118.5
2003,41,Sveriges arbetares,men,25-29,28022.5,15942380
2003,41,Sveriges arbetares,women,25-29,17833,8817207.5
2003,41,Sveriges arbetares,men,30-34,26870.5,16412709
2003,41,Sveriges arbetares,women,30-34,18252.5,10110774.5
2003,41,Sveriges arbetares,men,35-39,32941.5,20510753
2003,41,Sveriges arbetares,women,35-39,17987.5,10461953
2003,41,Sveriges arbetares,men,40-44,26487,16957526.5
2003,41,Sveriges arbetares,women,40-44,18750.5,10716148.5
2003,41,Sveriges arbetares,men,45-49,26102.5,17134095
2003,41,Sveriges arbetares,women,45-49,10336.5,6115747
2003,41,Sveriges arbetares,men,50-54,24559,15488604.5
2003,41,Sveriges arbetares,women,50-54,9970.5,5675916
2003,41,Sveriges arbetares,men,55-59,24715.5,15927820.5
2003,41,Sveriges arbetares,women,55-59,5954,3520055.5
2003,41,Sveriges arbetares,men,60+,20699.5,13019686.5
2003,41,Sveriges arbetares,women,60+,4037,1976929
2003,44,Pappersindustriarbetarnas,men,-24,24219,13670123.5
2003,44,Pappersindustriarbetarnas,women,-24,8585,4582209
2003,44,Pappersindustriarbetarnas,men,25-29,15570.5,9681890
2003,44,Pappersindustriarbetarnas,women,25-29,8180.5,4625720
2003,44,Pappersindustriarbetarnas,men,30-34,14029,9281263.5
2003,44,Pappersindustriarbetarnas,women,30-34,8171,5052247
2003,44,Pappersindustriarbetarnas,men,35-39,15097.5,10111149.5
2003,44,Pappersindustriarbetarnas,women,35-39,9037.5,5519067.5
2003,44,Pappersindustriarbetarnas,men,40-44,11873.5,7762785.5
2003,44,Pappersindustriarbetarnas,women,40-44,6306,3902255
2003,44,Pappersindustriarbetarnas,men,45-49,13056.5,8555882.5
2003,44,Pappersindustriarbetarnas,women,45-49,4023,2394033
2003,44,Pappersindustriarbetarnas,men,50-54,10029,6612614.5
2003,44,Pappersindustriarbetarnas,women,50-54,2966,1823507
2003,44,Pappersindustriarbetarnas,men,55-59,12495,8382688
2003,44,Pappersindustriarbetarnas,women,55-59,4517.5,2669553
2003,44,Pappersindustriarbetarnas,men,60+,21701,14654289.5
2003,44,Pappersindustriarbetarnas,women,60+,4838,2728782.5
2003,47,Fastighets,men,-24,23288,11316254
2003,47,Fastighets,women,-24,31439.5,14497079
2003,47,Fastighets,men,25-29,56542.5,31409067.5
2003,47,Fastighets,women,25-29,69738,33975006
2003,47,Fastighets,men,30-34,58136.5,33785313
2003,47,Fastighets,women,30-34,78529,41079252.5
2003,47,Fastighets,men,35-39,64453,37368703.5
2003,47,Fastighets,women,35-39,75491,39144977.5
2003,47,Fastighets,men,40-44,58482,33692165.5
2003,47,Fastighets,women,40-44,53014.5,27407721
2003,47,Fastighets,men,45-49,46730.5,26933319.5
2003,47,Fastighets,women,45-49,36335,18623419
2003,47,Fastighets,men,50-54,34311.5,20279491
2003,47,Fastighets,women,50-54,27910.5,13546486.5
2003,47,Fastighets,men,55-59,36477,22082194.5
2003,47,Fastighets,women,55-59,21647.5,10685133.5
2003,47,Fastighets,men,60+,35921,22040203.5
2003,47,Fastighets,women,60+,25597,12472601
2003,51,Kommunalarbetarnas,men,-24,181971.5,85715804
2003,51,Kommunalarbetarnas,women,-24,553801,244072466
2003,51,Kommunalarbetarnas,men,25-29,259201.5,139228563.5
2003,51,Kommunalarbetarnas,women,25-29,797610.5,396680629
2003,51,Kommunalarbetarnas,men,30-34,281830.5,159284769
2003,51,Kommunalarbetarnas,women,30-34,965499,517954452
2003,51,Kommunalarbetarnas,men,35-39,295769.5,169170373
2003,51,Kommunalarbetarnas,women,35-39,907036,492579041.5
2003,51,Kommunalarbetarnas,men,40-44,253717,145420774
2003,51,Kommunalarbetarnas,women,40-44,685760,369392275
2003,51,Kommunalarbetarnas,men,45-49,213438.5,121914676
2003,51,Kommunalarbetarnas,women,45-49,515599,277685614
2003,51,Kommunalarbetarnas,men,50-54,176092,101157895.5
2003,51,Kommunalarbetarnas,women,50-54,386713.5,208625316
2003,51,Kommunalarbetarnas,men,55-59,135844,78764493.5
2003,51,Kommunalarbetarnas,women,55-59,320495.5,171697524.5
2003,51,Kommunalarbetarnas,men,60+,126990.5,71004584
2003,51,Kommunalarbetarnas,women,60+,335833.5,158555884
2003,52,Journalisternas,men,-24,2255.5,1188588
2003,52,Journalisternas,women,-24,2527,1295433.5
2003,52,Journalisternas,men,25-29,15010,9101445.5
2003,52,Journalisternas,women,25-29,20043,12201857.5
2003,52,Journalisternas,men,30-34,14704.5,9747407
2003,52,Journalisternas,women,30-34,20533,13459210.5
2003,52,Journalisternas,men,35-39,10558,6993717
2003,52,Journalisternas,women,35-39,14364,9290223.5
2003,52,Journalisternas,men,40-44,7637,5159267
2003,52,Journalisternas,women,40-44,11273.5,7460768
2003,52,Journalisternas,men,45-49,5813,3840857
2003,52,Journalisternas,women,45-49,6975.5,4550032.5
2003,52,Journalisternas,men,50-54,5296.5,3394037
2003,52,Journalisternas,women,50-54,5676.5,3662533
2003,52,Journalisternas,men,55-59,5839,3755492
2003,52,Journalisternas,women,55-59,5105,3273705.5
2003,52,Journalisternas,men,60+,5982.5,3931435
2003,52,Journalisternas,women,60+,3802.5,2334665.5
2003,53,Vision,men,-24,10672,5303417.5
2003,53,Vision,women,-24,19829,9075673
2003,53,Vision,men,25-29,28988,16107613
2003,53,Vision,women,25-29,60328.5,32313484.5
2003,53,Vision,men,30-34,38493,22735604.5
2003,53,Vision,women,30-34,92047,51611041
2003,53,Vision,men,35-39,37412,22976352
2003,53,Vision,women,35-39,113811.5,65623788.5
2003,53,Vision,men,40-44,46123,28119313.5
2003,53,Vision,women,40-44,111914,64297676
2003,53,Vision,men,45-49,40208.5,24261526
2003,53,Vision,women,45-49,92522.5,54336257
2003,53,Vision,men,50-54,45906.5,28695324
2003,53,Vision,women,50-54,95413,56036872.5
2003,53,Vision,men,55-59,40949.5,25496362.5
2003,53,Vision,women,55-59,101001,58932285
2003,53,Vision,men,60+,47536.5,30140867
2003,53,Vision,women,60+,126489.5,67903129.5
2003,55,Akademikernas,men,-24,5536.5,2601304.5
2003,55,Akademikernas,women,-24,12099.5,5367109.5
2003,55,Akademikernas,men,25-29,182700.5,111535383
2003,55,Akademikernas,women,25-29,219811.5,128210505.5
2003,55,Akademikernas,men,30-34,292543.5,193087129
2003,55,Akademikernas,women,30-34,289870,186062045.5
2003,55,Akademikernas,men,35-39,249577,168376913.5
2003,55,Akademikernas,women,35-39,240712,156673414.5
2003,55,Akademikernas,men,40-44,190412,128199222.5
2003,55,Akademikernas,women,40-44,167442.5,108541548
2003,55,Akademikernas,men,45-49,162373,109265038.5
2003,55,Akademikernas,women,45-49,119014,76785315
2003,55,Akademikernas,men,50-54,136912,90786242
2003,55,Akademikernas,women,50-54,89140,57742808
2003,55,Akademikernas,men,55-59,139218,93001836
2003,55,Akademikernas,women,55-59,89281,57438766
2003,55,Akademikernas,men,60+,106434.5,70982365.5
2003,55,Akademikernas,women,60+,76453.5,48075180
2003,56,Småföretagarnas,men,-24,12589.5,5539668.5
2003,56,Småföretagarnas,women,-24,8193,3256230.5
2003,56,Småföretagarnas,men,25-29,37935.5,18401466.5
2003,56,Småföretagarnas,women,25-29,27478,11748935
2003,56,Småföretagarnas,men,30-34,72442,35858336.5
2003,56,Småföretagarnas,women,30-34,48452.5,23513333.5
2003,56,Småföretagarnas,men,35-39,104221.5,54321286.5
2003,56,Småföretagarnas,women,35-39,68369,33626843.5
2003,56,Småföretagarnas,men,40-44,101000,52670301
2003,56,Småföretagarnas,women,40-44,57185.5,27427515.5
2003,56,Småföretagarnas,men,45-49,93867,49865250
2003,56,Småföretagarnas,women,45-49,47376.5,23377246
2003,56,Småföretagarnas,men,50-54,101653,57538308
2003,56,Småföretagarnas,women,50-54,55527,27967222.5
2003,56,Småföretagarnas,men,55-59,130280.5,74935124
2003,56,Småföretagarnas,women,55-59,75917,38503752.5
2003,56,Småföretagarnas,men,60+,191815.5,111414910.5
2003,56,Småföretagarnas,women,60+,94807.5,47305460
2003,62,Sekos,men,-24,98224,53339553
2003,62,Sekos,women,-24,43190,21034835.5
2003,62,Sekos,men,25-29,128110,77991582.5
2003,62,Sekos,women,25-29,69201,37496404.5
2003,62,Sekos,men,30-34,109534,70250574.5
2003,62,Sekos,women,30-34,69790,40565555.5
2003,62,Sekos,men,35-39,137746,89934716
2003,62,Sekos,women,35-39,94285.5,56669691
2003,62,Sekos,men,40-44,127092,83633473
2003,62,Sekos,women,40-44,71282,43341625.5
2003,62,Sekos,men,45-49,116764,77105683.5
2003,62,Sekos,women,45-49,57047.5,34392523
2003,62,Sekos,men,50-54,104906.5,69779544.5
2003,62,Sekos,women,50-54,50091.5,29775689.5
2003,62,Sekos,men,55-59,132397,89352257
2003,62,Sekos,women,55-59,54157,31435141.5
2003,62,Sekos,men,60+,108703,69826317
2003,62,Sekos,women,60+,68895,37381723
2003,65,STs,men,-24,10622.5,5522402
2003,65,STs,women,-24,10739.5,5263790
2003,65,STs,men,25-29,19863.5,11470450
2003,65,STs,women,25-29,26523.5,14509888
2003,65,STs,men,30-34,28852,17819032.5
2003,65,STs,women,30-34,51622.5,30234775
2003,65,STs,men,35-39,34736.5,22239345.5
2003,65,STs,women,35-39,70766.5,42563902
2003,65,STs,men,40-44,31256.5,19471757.5
2003,65,STs,women,40-44,64165.5,38227826.5
2003,65,STs,men,45-49,28881.5,18545395
2003,65,STs,women,45-49,73196,43608550.5
2003,65,STs,men,50-54,33865,21675698
2003,65,STs,women,50-54,75434.5,45286078
2003,65,STs,men,55-59,36684,23419096.5
2003,65,STs,women,55-59,106180,63822023.5
2003,65,STs,men,60+,28831,18185265.5
2003,65,STs,women,60+,109887.5,61600053
2003,67,IF Metalls,men,-24,560104.5,320200414.5
2003,67,IF Metalls,women,-24,140886.5,78704653.5
2003,67,IF Metalls,men,25-29,665824,416462796
2003,67,IF Metalls,women,25-29,217973,130107620
2003,67,IF Metalls,men,30-34,587399,375247826.5
2003,67,IF Metalls,women,30-34,269541.5,164404507.5
2003,67,IF Metalls,men,35-39,566493.5,364121761.5
2003,67,IF Metalls,women,35-39,302278.5,185236286.5
2003,67,IF Metalls,men,40-44,446780.5,286590557.5
2003,67,IF Metalls,women,40-44,209484.5,126972281
2003,67,IF Metalls,men,45-49,355950,228592641.5
2003,67,IF Metalls,women,45-49,160138,96543140
2003,67,IF Metalls,men,50-54,309427.5,199803143
2003,67,IF Metalls,women,50-54,123385,74126084
2003,67,IF Metalls,men,55-59,281346.5,180896608
2003,67,IF Metalls,women,55-59,119483,69543518
2003,67,IF Metalls,men,60+,408703,260058123.5
2003,67,IF Metalls,women,60+,159237.5,89410190.5
2003,68,Lärarnas,men,-24,6563,3289979.5
2003,68,Lärarnas,women,-24,12402.5,5830564.5
2003,68,Lärarnas,men,25-29,18210.5,10502198.5
2003,68,Lärarnas,women,25-29,65852.5,36364670
2003,68,Lärarnas,men,30-34,27445.5,16400760
2003,68,Lärarnas,women,30-34,81786,47428061
2003,68,Lärarnas,men,35-39,29510,17996854.5
2003,68,Lärarnas,women,35-39,84487,49383550.5
2003,68,Lärarnas,men,40-44,25635.5,16164149.5
2003,68,Lärarnas,women,40-44,72002,42710411.5
2003,68,Lärarnas,men,45-49,30992.5,19518660.5
2003,68,Lärarnas,women,45-49,70311.5,41001578
2003,68,Lärarnas,men,50-54,35481.5,22809454.5
2003,68,Lärarnas,women,50-54,58945,35139531
2003,68,Lärarnas,men,55-59,35330.5,22705046.5
2003,68,Lärarnas,women,55-59,54076,32590407.5
2003,68,Lärarnas,men,60+,36228,23603629.5
2003,68,Lärarnas,women,60+,54738,32614054.5
2003,69,Alfa,men,-24,958404.5,319009772
2003,69,Alfa,women,-24,811720,260792037
2003,69,Alfa,men,25-29,660265.5,241768949.5
2003,69,Alfa,women,25-29,494739.5,174725349.5
2003,69,Alfa,men,30-34,316171.5,122600065.5
2003,69,Alfa,women,30-34,214180.5,78890032.5
2003,69,Alfa,men,35-39,223756,87666093
2003,69,Alfa,women,35-39,142535,52524385
2003,69,Alfa,men,40-44,188024,73344130.5
2003,69,Alfa,women,40-44,114747,41019357
2003,69,Alfa,men,45-49,160210,62368466.5
2003,69,Alfa,women,45-49,92014.5,32783104
2003,69,Alfa,men,50-54,134003.5,52437548
2003,69,Alfa,women,50-54,73966.5,26614065
2003,69,Alfa,men,55-59,118829.5,48029971
2003,69,Alfa,women,55-59,57919.5,22022344.5
2003,69,Alfa,men,60+,89597,36094233.5
2003,69,Alfa,women,60+,49465.5,17179732
2003,70,Finans- och Försäkringsbranschens,men,-24,3715.5,1880691.5
2003,70,Finans- och Försäkringsbranschens,women,-24,8045,4062600
2003,70,Finans- och Försäkringsbranschens,men,25-29,14525.5,8912552.5
2003,70,Finans- och Försäkringsbranschens,women,25-29,20001.5,11260329.5
2003,70,Finans- och Försäkringsbranschens,men,30-34,14056,9094781
2003,70,Finans- och Försäkringsbranschens,women,30-34,19627,11547347
2003,70,Finans- och Försäkringsbranschens,men,35-39,12326.5,7994362.5
2003,70,Finans- och Försäkringsbranschens,women,35-39,20095.5,12212668.5
2003,70,Finans- och Försäkringsbranschens,men,40-44,11279,7425529
2003,70,Finans- och Försäkringsbranschens,women,40-44,14462,8896224.5
2003,70,Finans- och Försäkringsbranschens,men,45-49,8617,5769215
2003,70,Finans- och Försäkringsbranschens,women,45-49,14000.5,8612238.5
2003,70,Finans- och Försäkringsbranschens,men,50-54,10555,7219755
2003,70,Finans- och Försäkringsbranschens,women,50-54,15383,9589425
2003,70,Finans- och Försäkringsbranschens,men,55-59,9961.5,6745280.5
2003,70,Finans- och Försäkringsbranschens,women,55-59,31895.5,18524097
2003,70,Finans- och Försäkringsbranschens,men,60+,10045.5,6355561.5
2003,70,Finans- och Försäkringsbranschens,women,60+,24091,12713093
2004,4,Handelsanställdas,men,-24,160180,83640657
2004,4,Handelsanställdas,women,-24,285095,133247179
2004,4,Handelsanställdas,men,25-29,250676,148226173.5
2004,4,Handelsanställdas,women,25-29,415962.5,224681563
2004,4,Handelsanställdas,men,30-34,220598.5,134808060
2004,4,Handelsanställdas,women,30-34,444589.5,253888465.5
2004,4,Handelsanställdas,men,35-39,177787,109205688
2004,4,Handelsanställdas,women,35-39,339176,197754352
2004,4,Handelsanställdas,men,40-44,142599.5,88519551.5
2004,4,Handelsanställdas,women,40-44,220139,127212606.5
2004,4,Handelsanställdas,men,45-49,102147,62710155
2004,4,Handelsanställdas,women,45-49,150220,86192696.5
2004,4,Handelsanställdas,men,50-54,90792.5,56341051
2004,4,Handelsanställdas,women,50-54,147430,82659531
2004,4,Handelsanställdas,men,55-59,79954,50133719.5
2004,4,Handelsanställdas,women,55-59,167937,93344007.5
2004,4,Handelsanställdas,men,60+,90556,56595685
2004,4,Handelsanställdas,women,60+,283156.5,153279391.5
2004,6,GS,men,-24,83686,47881136
2004,6,GS,women,-24,21593.5,11949016
2004,6,GS,men,25-29,123580.5,77464038
2004,6,GS,women,25-29,36301,21962631
2004,6,GS,men,30-34,120626,78550658.5
2004,6,GS,women,30-34,58642.5,36849079.5
2004,6,GS,men,35-39,116536.5,75989352
2004,6,GS,women,35-39,65467,40731361.5
2004,6,GS,men,40-44,121319,78853933
2004,6,GS,women,40-44,52537.5,33178935
2004,6,GS,men,45-49,108264,70301112.5
2004,6,GS,women,45-49,35627,21762507.5
2004,6,GS,men,50-54,111448.5,72721797.5
2004,6,GS,women,50-54,29991.5,18818955.5
2004,6,GS,men,55-59,136301.5,89402589.5
2004,6,GS,women,55-59,40060.5,24475734.5
2004,6,GS,men,60+,186345.5,122071556.5
2004,6,GS,women,60+,43665,26560978
2004,10,Livsmedelsarbetarnas,men,-24,95150,54217805.5
2004,10,Livsmedelsarbetarnas,women,-24,56202.5,30122145
2004,10,Livsmedelsarbetarnas,men,25-29,120520.5,74441348
2004,10,Livsmedelsarbetarnas,women,25-29,72284,43256125.5
2004,10,Livsmedelsarbetarnas,men,30-34,90492.5,57661902.5
2004,10,Livsmedelsarbetarnas,women,30-34,73181,44590522.5
2004,10,Livsmedelsarbetarnas,men,35-39,70956,45621209
2004,10,Livsmedelsarbetarnas,women,35-39,69292,42091487
2004,10,Livsmedelsarbetarnas,men,40-44,57297.5,36871449
2004,10,Livsmedelsarbetarnas,women,40-44,43960,26346363
2004,10,Livsmedelsarbetarnas,men,45-49,46505,29937514.5
2004,10,Livsmedelsarbetarnas,women,45-49,30576,18521436.5
2004,10,Livsmedelsarbetarnas,men,50-54,34645.5,22034756
2004,10,Livsmedelsarbetarnas,women,50-54,22594.5,13600823.5
2004,10,Livsmedelsarbetarnas,men,55-59,32993.5,21280165
2004,10,Livsmedelsarbetarnas,women,55-59,16309,9389982
2004,10,Livsmedelsarbetarnas,men,60+,34412,21920609
2004,10,Livsmedelsarbetarnas,women,60+,22137,12498638.5
2004,14,Unionens,men,-24,135165.5,71976954.5
2004,14,Unionens,women,-24,162525.5,80371436
2004,14,Unionens,men,25-29,475888,296471920.5
2004,14,Unionens,women,25-29,527053,309768605
2004,14,Unionens,men,30-34,605925.5,399199150
2004,14,Unionens,women,30-34,767630.5,483047476
2004,14,Unionens,men,35-39,554159,368858950
2004,14,Unionens,women,35-39,817253.5,516915685.5
2004,14,Unionens,men,40-44,489782.5,325100485
2004,14,Unionens,women,40-44,653680.5,413452933.5
2004,14,Unionens,men,45-49,428524,284739174.5
2004,14,Unionens,women,45-49,489074,307382892.5
2004,14,Unionens,men,50-54,436170.5,289005150
2004,14,Unionens,women,50-54,511220.5,318381846.5
2004,14,Unionens,men,55-59,572565.5,379578848.5
2004,14,Unionens,women,55-59,650308.5,405309814.5
2004,14,Unionens,men,60+,743471.5,493727669
2004,14,Unionens,women,60+,763539,466892743.5
2004,19,Transportarbetarnas,men,-24,110288.5,63480325
2004,19,Transportarbetarnas,women,-24,31135,16510106.5
2004,19,Transportarbetarnas,men,25-29,177508.5,111199757.5
2004,19,Transportarbetarnas,women,25-29,54770,32448548.5
2004,19,Transportarbetarnas,men,30-34,162965,104299433.5
2004,19,Transportarbetarnas,women,30-34,55239,34158534
2004,19,Transportarbetarnas,men,35-39,164280.5,107522258
2004,19,Transportarbetarnas,women,35-39,51659,32409800.5
2004,19,Transportarbetarnas,men,40-44,167858.5,109038449.5
2004,19,Transportarbetarnas,women,40-44,35599.5,22250784
2004,19,Transportarbetarnas,men,45-49,134592,88035527.5
2004,19,Transportarbetarnas,women,45-49,23076.5,14135368.5
2004,19,Transportarbetarnas,men,50-54,107165,70129645.5
2004,19,Transportarbetarnas,women,50-54,15472,9366226
2004,19,Transportarbetarnas,men,55-59,101803.5,66772612.5
2004,19,Transportarbetarnas,women,55-59,15136,9350306
2004,19,Transportarbetarnas,men,60+,104783.5,69076722
2004,19,Transportarbetarnas,women,60+,12642,7609439.5
2004,22,Hotell- och Restauranganställdas,men,-24,100634,50261617
2004,22,Hotell- och Restauranganställdas,women,-24,221615,103739858.5
2004,22,Hotell- och Restauranganställdas,men,25-29,171266.5,96769961
2004,22,Hotell- och Restauranganställdas,women,25-29,287247.5,153718337
2004,22,Hotell- och Restauranganställdas,men,30-34,164944.5,93457524.5
2004,22,Hotell- och Restauranganställdas,women,30-34,273072.5,153783927
2004,22,Hotell- och Restauranganställdas,men,35-39,145268,82045383
2004,22,Hotell- och Restauranganställdas,women,35-39,198258.5,112353872
2004,22,Hotell- och Restauranganställdas,men,40-44,104413.5,59358446
2004,22,Hotell- och Restauranganställdas,women,40-44,131710,73865865.5
2004,22,Hotell- och Restauranganställdas,men,45-49,71427,40331090.5
2004,22,Hotell- och Restauranganställdas,women,45-49,87940,48852296
2004,22,Hotell- och Restauranganställdas,men,50-54,51276.5,29391582.5
2004,22,Hotell- och Restauranganställdas,women,50-54,61381.5,33206565
2004,22,Hotell- och Restauranganställdas,men,55-59,32169.5,18429576.5
2004,22,Hotell- och Restauranganställdas,women,55-59,56421,31054959.5
2004,22,Hotell- och Restauranganställdas,men,60+,26112.5,15239892
2004,22,Hotell- och Restauranganställdas,women,60+,62317.5,34267180.5
2004,23,Säljarnas,men,-24,2930,1671995
2004,23,Säljarnas,women,-24,723.5,312810
2004,23,Säljarnas,men,25-29,7783.5,4770520
2004,23,Säljarnas,women,25-29,2213.5,1243502
2004,23,Säljarnas,men,30-34,9607,6340195.5
2004,23,Säljarnas,women,30-34,5522.5,3414029
2004,23,Säljarnas,men,35-39,15671,10520657.5
2004,23,Säljarnas,women,35-39,6757.5,4386769
2004,23,Säljarnas,men,40-44,16600,10946220
2004,23,Säljarnas,women,40-44,4989,3255577
2004,23,Säljarnas,men,45-49,16275,10741854.5
2004,23,Säljarnas,women,45-49,6196.5,3788613.5
2004,23,Säljarnas,men,50-54,18256,12037438.5
2004,23,Säljarnas,women,50-54,4587.5,2800182.5
2004,23,Säljarnas,men,55-59,22723.5,14762655.5
2004,23,Säljarnas,women,55-59,3347.5,2244740
2004,23,Säljarnas,men,60+,25963.5,16539297
2004,23,Säljarnas,women,60+,5051.5,3067130.5
2004,26,Elektrikernas,men,-24,49594.5,29487195
2004,26,Elektrikernas,women,-24,1117.5,599657.5
2004,26,Elektrikernas,men,25-29,42951.5,28766744.5
2004,26,Elektrikernas,women,25-29,668,450868
2004,26,Elektrikernas,men,30-34,30809,20712666
2004,26,Elektrikernas,women,30-34,1068,668961
2004,26,Elektrikernas,men,35-39,33853.5,22950464
2004,26,Elektrikernas,women,35-39,777.5,481103
2004,26,Elektrikernas,men,40-44,25178.5,16994538.5
2004,26,Elektrikernas,women,40-44,576,371598.5
2004,26,Elektrikernas,men,45-49,21072.5,14353562.5
2004,26,Elektrikernas,women,45-49,543,247945.5
2004,26,Elektrikernas,men,50-54,22412,15122388
2004,26,Elektrikernas,women,50-54,106.5,66997.5
2004,26,Elektrikernas,men,55-59,20035.5,13209650
2004,26,Elektrikernas,women,55-59,448.5,216059
2004,26,Elektrikernas,men,60+,17547.5,11557812.5
2004,26,Elektrikernas,women,60+,480,180611
2004,27,Ledarnas,men,-24,1084,665234.5
2004,27,Ledarnas,women,-24,420,230763
2004,27,Ledarnas,men,25-29,7688.5,5047700.5
2004,27,Ledarnas,women,25-29,4758,3087927
2004,27,Ledarnas,men,30-34,23640,15949563
2004,27,Ledarnas,women,30-34,8914,6045722.5
2004,27,Ledarnas,men,35-39,35548.5,24375041
2004,27,Ledarnas,women,35-39,15547.5,10410428.5
2004,27,Ledarnas,men,40-44,38980.5,26820864.5
2004,27,Ledarnas,women,40-44,19166,12960007.5
2004,27,Ledarnas,men,45-49,46778.5,31943088.5
2004,27,Ledarnas,women,45-49,14238.5,9579675
2004,27,Ledarnas,men,50-54,70495.5,47899724
2004,27,Ledarnas,women,50-54,13716,9197195.5
2004,27,Ledarnas,men,55-59,120908,82232226.5
2004,27,Ledarnas,women,55-59,11352,7423752
2004,27,Ledarnas,men,60+,215447,145552549
2004,27,Ledarnas,women,60+,14629.5,9379870
2004,36,Byggnadsarbetarnas,men,-24,278113.5,158019431.5
2004,36,Byggnadsarbetarnas,women,-24,4806,2435788
2004,36,Byggnadsarbetarnas,men,25-29,341429.5,225390115
2004,36,Byggnadsarbetarnas,women,25-29,6585,4024347.5
2004,36,Byggnadsarbetarnas,men,30-34,369970.5,250285397
2004,36,Byggnadsarbetarnas,women,30-34,7937,5102751
2004,36,Byggnadsarbetarnas,men,35-39,367228,249796263
2004,36,Byggnadsarbetarnas,women,35-39,7204.5,4526399
2004,36,Byggnadsarbetarnas,men,40-44,341180,231756506
2004,36,Byggnadsarbetarnas,women,40-44,5736.5,3487946
2004,36,Byggnadsarbetarnas,men,45-49,262313.5,178020087
2004,36,Byggnadsarbetarnas,women,45-49,3812,2401034.5
2004,36,Byggnadsarbetarnas,men,50-54,245335.5,166709583.5
2004,36,Byggnadsarbetarnas,women,50-54,3423.5,2069321
2004,36,Byggnadsarbetarnas,men,55-59,276103,186524041
2004,36,Byggnadsarbetarnas,women,55-59,1908.5,1052486.5
2004,36,Byggnadsarbetarnas,men,60+,278219.5,187423856.5
2004,36,Byggnadsarbetarnas,women,60+,1644.5,851530
2004,41,Sveriges arbetares,men,-24,16663.5,8579947
2004,41,Sveriges arbetares,women,-24,10920.5,4886119.5
2004,41,Sveriges arbetares,men,25-29,29967.5,17393879
2004,41,Sveriges arbetares,women,25-29,20937.5,10596057
2004,41,Sveriges arbetares,men,30-34,28808,17728501
2004,41,Sveriges arbetares,women,30-34,21438.5,12206335
2004,41,Sveriges arbetares,men,35-39,28972,18026746
2004,41,Sveriges arbetares,women,35-39,19116.5,11367022
2004,41,Sveriges arbetares,men,40-44,30734.5,19808877.5
2004,41,Sveriges arbetares,women,40-44,18249.5,10738476.5
2004,41,Sveriges arbetares,men,45-49,29999,19575103
2004,41,Sveriges arbetares,women,45-49,12590.5,7538513.5
2004,41,Sveriges arbetares,men,50-54,28325.5,18093253
2004,41,Sveriges arbetares,women,50-54,9649.5,5626769
2004,41,Sveriges arbetares,men,55-59,24792.5,16186204
2004,41,Sveriges arbetares,women,55-59,7548,4385723
2004,41,Sveriges arbetares,men,60+,21489,14028243
2004,41,Sveriges arbetares,women,60+,5560,2879164
2004,44,Pappersindustriarbetarnas,men,-24,27990,15661883
2004,44,Pappersindustriarbetarnas,women,-24,11581.5,6385107.5
